Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp,dtom,slc17a6,slc32a1,rph3a,slc5a7,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,robo1,syt1,zfhx3,Area
143,MC_SC_17_s03L_88,5,4,2,False,False,True,False,True,False,33.4571446080995,28.07775391740704,91.93085970146818,77.55900604775191,48.226323804229274,152.83617963431038,75.62427656741818,70.67149027141323,78.27973634581963,105.71883975169924,64.28097607363524,103.19386631884838,1155.0
146,MC_SC_17_s03L_89,5,5,3,False,False,True,False,True,False,5.934867526797855,14.683523095754317,101.0532769152618,26.42028796150583,8.361147763300163,54.00961330883086,57.400242293342636,82.81549800627948,77.8845624925937,38.254689304946005,44.980100940815504,16.492943664466324,1548.0
147,MC_SC_17_s03L_90,5,2,2,False,True,False,True,True,False,158.6904610176279,41.045404749919115,260.3607343366381,100.8685857321652,85.41020762475901,54.26768870491728,27.03170221480798,74.60341504377624,127.73636631096781,145.93599933006223,2.8544430411116783,30.60748855314076,442.0
148,MC_SC_17_s03L_91,5,7,5,False,False,False,False,True,True,35.35405307386461,23.671484087254793,85.94890792451402,85.12760284739991,13.097074687579251,111.95083325770231,26.83587943865691,59.04126566005831,30.51822633410064,29.420818212775178,31.327773988829296,25.46498358328157,1910.0
149,MC_SC_17_s03L_92,5,4,3,False,False,False,False,True,True,105.29576458214545,43.60093758321485,175.1020500931557,158.62415129372786,88.94159165396428,164.18301677494168,52.7993910318041,158.23559829049069,108.5799665357375,125.18334408077956,68.21635646099463,64.5115785737246,2800.0
150,MC_SC_17_s03L_93,5,5,4,False,False,False,True,False,False,68.5853048654298,53.52335413209464,108.51169081504177,85.73739389261604,58.79647122835734,82.66654478085319,34.440751860189124,75.84930607318253,107.63351791687317,112.77230564999964,26.783499606030247,118.51482650315009,1553.0
155,MC_SC_17_s03L_94,5,5,3,False,False,False,False,True,True,76.84565327930719,70.85587635865512,192.65103274912437,97.9330277732073,35.078459308698015,97.08661979894949,76.06079112532541,111.03858304370456,74.90742027612418,80.78639042775607,41.469449015429355,29.909740792409885,2969.0
158,MC_SC_17_s03L_95,6,3,2,False,False,False,True,False,False,78.28288144773532,62.27171049090957,87.10228143278363,87.17877659906647,84.46328826757411,142.31601731601734,41.245284957823344,103.20769809933275,111.96017054512414,124.08312655740468,57.046960204734845,59.54710771840542,1179.0
160,MC_SC_17_s03L_96,6,3,2,False,False,False,False,True,True,22.57046948474137,63.74397058463215,148.41048002579836,83.76885369304857,19.36757591362791,66.379318935443,20.837031105343527,58.183272196340965,37.327502615878544,129.34254199568483,9.883521071228968,41.35655525905511,2805.0
161,MC_SC_17_s03L_97,6,3,2,False,False,False,True,True,False,90.6705712849741,70.44613575357182,156.66875656980608,98.10931581263895,70.19666274799738,120.892612340219,58.21493373759891,76.20762301379322,88.58858337793347,67.63065129400586,45.189020861402895,90.53328226185336,1073.0
